time,speed,grade
162,31.29,5.05
163,31.29,5.02
164,31.29,5.01
165,31.29,5.0
166,31.29,5.01
167,31.29,5.02
168,31.29,5.05
169,31.29,5.09
170,31.29,5.13
171,31.29,5.19
172,31.29,5.26
173,31.29,5.33
174,31.29,5.41
175,31.29,5.5
176,31.29,5.59
177,31.29,5.69
178,31.29,5.79
179,31.29,5.9
180,31.29,6.0
181,31.29,6.1
182,31.29,6.21
183,31.29,6.31
184,31.29,6.41
185,31.29,6.5
186,31.29,6.59
187,31.29,6.67
188,31.29,6.74
189,31.29,6.81
190,31.29,6.87
191,31.29,6.91
192,31.29,6.95
193,31.29,6.98
194,31.29,6.99
195,31.29,7.0
196,31.29,6.99
197,31.29,6.98
198,31.29,6.95
199,31.29,6.91
200,31.29,6.87
201,31.29,6.81
202,31.29,6.74
203,31.29,6.67
204,31.29,6.59
205,31.29,6.5
206,31.29,6.41
207,31.29,6.31
208,31.29,6.21
209,31.29,6.1
210,31.29,6.0
211,31.29,5.9
212,31.29,5.79
213,31.29,5.69
214,31.29,5.59
215,31.29,5.5
216,31.29,5.41
217,31.29,5.33
218,31.29,5.26
219,31.29,5.19
220,31.29,5.13
221,31.29,5.09
222,31.29,5.05
223,31.29,5.02
224,31.29,5.01
225,31.29,5.0
226,31.29,5.01
227,31.29,5.02
228,31.29,5.05
229,31.29,5.09
230,31.29,5.13
231,31.29,5.19
232,31.29,5.26
233,31.29,5.33
234,31.29,5.41
235,31.29,5.5
236,31.29,5.59
237,31.29,5.69
238,31.29,5.79
239,31.29,5.9
240,31.29,6.0
241,31.29,6.1
242,31.29,6.21
243,31.29,6.31
244,31.29,6.41
245,31.29,6.5
246,31.29,6.59
247,31.29,6.67
248,31.29,6.74
249,31.29,6.81
250,31.29,6.87
251,31.29,6.91
252,31.29,6.95
253,31.29,6.98
254,31.29,6.99
255,31.29,7.0
256,31.29,6.99
257,31.29,6.98
258,31.29,6.95
259,31.29,6.91
260,31.29,6.87
261,31.29,6.81
262,31.29,6.74
263,31.29,6.67
264,31.29,6.59
265,31.29,6.5
266,31.29,6.41
267,31.29,6.31
268,31.29,6.21
269,31.29,6.1
270,31.29,6.0
271,31.29,5.9
272,31.29,5.79
273,31.29,5.69
274,31.29,5.59
275,31.29,5.5
276,31.29,5.41
277,31.29,5.33
278,31.29,5.26
279,31.29,5.19
280,31.29,5.13
281,31.29,5.09
282,31.29,5.05
283,31.29,5.02
284,31.29,5.01
285,31.29,5.0
286,31.29,5.01
287,31.29,5.02
288,31.29,5.05
289,31.29,5.09
290,31.29,5.13
291,31.29,5.19
292,31.29,5.26
293,31.29,5.33
294,31.29,5.41
295,31.29,5.5
296,31.29,5.59
297,31.29,5.69
298,31.29,5.79
299,31.29,5.9
300,31.29,6.0
301,31.29,6.1
302,31.29,6.21
303,31.29,6.31
304,31.29,6.41
305,31.29,6.5
306,31.29,6.59
307,31.29,6.67
308,31.29,6.74
309,31.29,6.81
310,31.29,6.87
311,31.29,6.91
312,31.29,6.95
313,31.29,6.98
314,31.29,6.99
315,31.29,7.0
316,31.29,6.99
317,31.29,6.98
318,31.29,6.95
319,31.29,6.91
320,31.29,6.87
321,31.29,6.81
322,31.29,6.74
323,31.29,6.67
324,31.29,6.59
325,31.29,6.5
326,31.29,6.41
327,31.29,6.31
328,31.29,6.21
329,31.29,6.1
330,31.29,6.0
331,31.29,5.9
332,31.29,5.79
333,31.29,5.69
334,31.29,5.59
335,31.29,5.5
336,31.29,5.41
337,31.29,5.33
338,31.29,5.26
339,31.29,5.19
340,31.29,5.13
341,31.29,5.09
342,31.29,5.05
343,31.29,5.02
344,31.29,5.01
345,31.29,5.0
346,31.29,5.01
347,31.29,5.02
348,31.29,5.05
349,31.29,5.09
350,31.29,5.13
351,31.29,5.19
352,31.29,5.26
353,31.29,5.33
354,31.29,5.41
355,31.29,5.5
356,31.29,5.59
357,31.29,5.69
358,31.29,5.79
359,31.29,5.9
360,31.29,6.0
361,31.29,6.1
362,31.29,6.21
363,31.29,6.31
364,31.29,6.41
365,31.29,6.5
366,31.29,6.59
367,31.29,6.67
368,31.29,6.74
369,31.29,6.81
370,31.29,6.87
371,31.29,6.91
372,31.29,6.95
373,31.29,6.98
374,31.29,6.99
375,31.29,7.0
376,31.29,6.99
377,31.29,6.98
378,31.29,6.95
379,31.29,6.91
380,31.29,6.87
381,31.29,6.81
382,31.29,6.74
383,31.29,6.67
384,31.29,6.59
385,31.29,6.5
386,31.29,6.41
387,31.29,6.31
388,31.29,6.21
389,31.29,6.1
390,31.29,6.0
391,31.29,5.9
392,31.29,5.79
393,31.29,5.69
394,31.29,5.59
395,31.29,5.5
396,31.29,5.41
397,31.29,5.33
398,31.29,5.26
399,31.29,5.19
400,31.29,5.13
401,31.29,5.09
402,31.29,5.05
403,31.29,5.02
404,31.29,5.01
405,31.29,5.0
406,31.29,5.01
407,31.29,5.02
408,31.29,5.05
409,31.29,5.09
410,31.29,5.13
411,31.29,5.19
412,31.29,5.26
413,31.29,5.33
414,31.29,5.41
415,31.29,5.5
416,31.29,5.59
417,31.29,5.69
418,31.29,5.79
419,31.29,5.9
420,31.29,6.0
421,31.29,6.1
422,31.29,6.21
423,31.29,6.31
424,31.29,6.41
425,31.29,6.5
426,31.29,6.59
427,31.29,6.67
428,31.29,6.74
429,31.29,6.81
430,31.29,6.87
431,31.29,6.91
