time,speed,grade
186,29.0600,4.66
187,29.0600,4.73
188,29.0600,4.80
189,29.0600,4.80
190,29.0600,4.80
191,29.0600,4.80
192,29.0600,4.80
193,29.0600,4.80
194,29.0600,4.87
195,29.0600,5.01
196,29.0600,5.16
197,29.0600,5.33
198,29.0600,5.51
199,29.0600,5.69
200,29.0600,5.63
201,29.0600,5.56
202,29.0600,5.49
203,29.0600,5.46
204,29.0600,5.42
205,29.0600,5.29
206,29.0600,5.00
207,29.0600,4.71
208,29.0600,4.49
209,29.0600,4.31
210,29.0600,4.13
211,29.0600,4.07
212,29.0600,4.03
213,29.0600,3.99
214,29.0600,3.92
215,29.0600,3.85
216,29.0600,3.81
217,29.0600,3.85
218,29.0600,3.88
219,29.0600,3.94
220,29.0600,4.01
221,29.0600,4.08
222,29.0600,4.55
223,29.0600,5.13
224,29.0600,5.70
225,29.0600,5.66
226,29.0600,5.63
227,29.0600,5.59
228,29.0600,5.56
229,29.0600,5.52
230,29.0600,5.50
231,29.0600,5.50
232,29.0600,5.50
233,29.0600,5.32
234,29.0600,5.07
235,29.0600,4.82
236,29.0600,4.66
237,29.0600,4.52
238,29.0600,4.39
239,29.0600,4.32
240,29.0600,4.24
241,29.0600,4.20
242,29.0600,4.20
243,29.0600,4.20
244,29.0600,4.22
245,29.0600,4.26
246,29.0600,4.29
247,29.0600,4.33
248,29.0600,4.37
249,29.0600,4.39
250,29.0600,4.32
251,29.0600,4.25
252,29.0600,4.21
253,29.0600,4.25
254,29.0600,4.28
255,29.0600,4.44
256,29.0600,4.69
257,29.0600,4.95
258,29.0600,5.20
259,29.0600,5.45
260,29.0600,5.70
261,29.0600,5.66
262,29.0600,5.63
263,29.0600,5.59
264,29.0600,5.55
265,29.0600,5.52
266,29.0600,5.57
267,29.0600,5.71
268,29.0600,5.86
269,29.0600,6.00
270,29.0600,6.15
271,29.0600,6.29
272,29.0600,5.96
273,29.0600,5.60
274,29.0600,5.27
275,29.0600,5.09
276,29.0600,4.91
277,29.0600,4.81
278,29.0600,4.85
279,29.0600,4.89
280,29.0600,4.92
281,29.0600,4.96
282,29.0600,5.00
283,29.0600,5.16
284,29.0600,5.34
285,29.0600,5.49
286,29.0600,5.38
287,29.0600,5.27
288,29.0600,5.16
289,29.0600,5.06
290,29.0600,4.95
291,29.0600,4.96
292,29.0600,5.07
293,29.0600,5.18
294,29.0600,5.34
295,29.0600,5.52
296,29.0600,5.70
297,29.0600,5.63
298,29.0600,5.55
299,29.0600,5.45
300,29.0600,5.23
301,29.0600,5.01
302,29.0600,4.92
303,29.0600,4.95
304,29.0600,4.99
305,29.0600,5.00
306,29.0600,5.00
307,29.0600,5.00
308,29.0600,5.00
309,29.0600,5.00
310,29.0600,5.00
311,29.0600,5.00
312,29.0600,5.00
313,29.0600,5.00
314,29.0600,5.00
315,29.0600,5.00
316,29.0600,5.02
317,29.0600,5.06
318,29.0600,5.10
319,29.0600,5.10
320,29.0600,5.10
321,29.0600,5.11
322,29.0600,5.22
323,29.0600,5.33
324,29.0600,5.44
325,29.0600,5.54
326,29.0600,5.65
327,29.0600,5.68
328,29.0600,5.64
329,29.0600,5.61
330,29.0600,5.57
331,29.0600,5.54
332,29.0600,5.50
333,29.0600,5.43
334,29.0600,5.35
335,29.0600,5.27
336,29.0600,5.16
337,29.0600,5.06
338,29.0600,4.91
339,29.0600,4.73
340,29.0600,4.55
341,29.0600,4.42
342,29.0600,4.31
343,29.0600,4.21
344,29.0600,4.13
345,29.0600,4.06
346,29.0600,4.00
347,29.0600,4.00
348,29.0600,4.00
349,29.0600,4.01
350,29.0600,4.05
351,29.0600,4.09
352,29.0600,4.12
353,29.0600,4.16
354,29.0600,4.20
355,29.0600,4.20
356,29.0600,4.20
357,29.0600,4.20
358,29.0600,4.24
359,29.0600,4.28
360,29.0600,4.31
361,29.0600,4.35
362,29.0600,4.38
363,29.0600,4.46
364,29.0600,4.57
365,29.0600,4.68
366,29.0600,4.76
367,29.0600,4.83
368,29.0600,4.90
369,29.0600,4.72
370,29.0600,4.53
371,29.0600,4.34
372,29.0600,4.08
373,29.0600,3.83
374,29.0600,3.63
375,29.0600,3.49
376,29.0600,3.34
377,29.0600,3.22
378,29.0600,3.11
379,29.0600,3.01
380,29.0600,3.00
381,29.0600,3.00
382,29.0600,3.06
383,29.0600,3.43
384,29.0600,3.79
385,29.0600,4.10
386,29.0600,4.36
387,29.0600,4.61
388,29.0600,4.72
389,29.0600,4.76
390,29.0600,4.80
391,29.0600,4.89
392,29.0600,5.00
393,29.0600,5.11
394,29.0600,5.18
395,29.0600,5.25
396,29.0600,5.32
397,29.0600,5.40
398,29.0600,5.47
399,29.0600,5.52
400,29.0600,5.56
401,29.0600,5.59
402,29.0600,5.60
403,29.0600,5.60
404,29.0600,5.60
405,29.0600,5.64
406,29.0600,5.67
407,29.0600,5.68
408,29.0600,5.61
409,29.0600,5.54
410,29.0600,5.32
411,29.0600,4.96
412,29.0600,4.60
413,29.0600,4.68
414,29.0600,4.93
415,29.0600,5.19
416,29.0600,5.20
417,29.0600,5.20
418,29.0600,5.19
419,29.0600,5.16
420,29.0600,5.12
421,29.0600,5.19
422,29.0600,5.41
423,29.0600,5.62
424,29.0600,5.65
425,29.0600,5.58
426,29.0600,5.51
427,29.0600,5.44
428,29.0600,5.36
429,29.0600,5.27
430,29.0600,4.94
431,29.0600,4.62
432,29.0600,4.46
433,29.0600,4.64
434,29.0600,4.82
435,29.0600,4.94
436,29.0600,5.01
437,29.0600,5.09
438,29.0600,5.16
439,29.0600,5.23
440,29.0600,5.30
441,29.0600,5.26
442,29.0600,5.23
443,29.0600,5.22
444,29.0600,5.29
445,29.0600,5.36
446,29.0600,5.29
447,29.0600,5.08
448,29.0600,4.86
449,29.0600,4.90
450,29.0600,5.05
451,29.0600,5.19
452,29.0600,5.34
453,29.0600,5.48
454,29.0600,5.63
455,29.0600,5.77
456,29.0600,5.92
457,29.0600,6.05
458,29.0600,6.15
459,29.0600,6.26
460,29.0600,6.25
461,29.0600,6.18
462,29.0600,6.11
463,29.0600,6.10
464,29.0600,6.10
465,29.0600,6.11
466,29.0600,6.18
467,29.0600,6.25
468,29.0600,6.26
469,29.0600,6.15
470,29.0600,6.05
471,29.0600,5.92
472,29.0600,5.77
473,29.0600,5.63
474,29.0600,5.54
475,29.0600,5.47
476,29.0600,5.39
477,29.0600,5.21
478,29.0600,5.03
479,29.0600,4.96
480,29.0600,5.17
481,29.0600,5.39
482,29.0600,5.50
483,29.0600,5.50
484,29.0600,5.50
485,29.0600,5.53
486,29.0600,5.56
487,29.0600,5.60
488,29.0600,5.63
489,29.0600,5.67
490,29.0600,5.67
491,29.0600,5.53
492,29.0600,5.38
493,29.0600,5.22
494,29.0600,5.04
495,29.0600,4.86
496,29.0600,4.87
497,29.0600,4.98
498,29.0600,5.09
499,29.0600,5.23
500,29.0600,5.37
501,29.0600,5.50
502,29.0600,5.50
503,29.0600,5.50
504,29.0600,5.49
505,29.0600,5.45
506,29.0600,5.42
507,29.0600,5.28
508,29.0600,5.06
509,29.0600,4.84
510,29.0600,4.80
511,29.0600,4.80
512,29.0600,4.80
513,29.0600,4.80
514,29.0600,4.80
515,29.0600,4.78
516,29.0600,4.71
517,29.0600,4.64
518,29.0600,4.55
519,29.0600,4.44
520,29.0600,4.33
521,29.0600,4.25
522,29.0600,4.18
523,29.0600,4.10
524,29.0600,4.00
525,29.0600,3.89
526,29.0600,3.79
527,29.0600,3.71
528,29.0600,3.64
529,29.0600,3.71
530,29.0600,3.96
531,29.0600,4.21
532,29.0600,4.42
533,29.0600,4.60
534,29.0600,4.78
535,29.0600,4.74
536,29.0600,4.66
537,29.0600,4.59
538,29.0600,4.52
539,29.0600,4.45
540,29.0600,4.43
541,29.0600,4.50
542,29.0600,4.57
543,29.0600,4.77
544,29.0600,5.06
545,29.0600,5.34
546,29.0600,5.49
547,29.0600,5.60
548,29.0600,5.69
549,29.0600,5.44
550,29.0600,5.18
551,29.0600,4.94
552,29.0600,4.72
553,29.0600,4.51
554,29.0600,4.49
555,29.0600,4.67
556,29.0600,4.85
557,29.0600,4.95
558,29.0600,5.03
559,29.0600,5.10
560,29.0600,5.24
561,29.0600,5.38
562,29.0600,5.51
563,29.0600,5.54
564,29.0600,5.58
565,29.0600,5.62
566,29.0600,5.65
567,29.0600,5.69
568,29.0600,5.61
569,29.0600,5.46
570,29.0600,5.32
571,29.0600,5.01
572,29.0600,4.69
573,29.0600,4.43
574,29.0600,4.64
575,29.0600,4.86
576,29.0600,5.06
577,29.0600,5.24
578,29.0600,5.42
579,29.0600,5.46
580,29.0600,5.39
581,29.0600,5.31
582,29.0600,5.09
583,29.0600,4.84
584,29.0600,4.59
585,29.0600,4.30
586,29.0600,4.01
587,29.0600,3.96
588,29.0600,4.54
589,29.0600,5.11
590,29.0600,5.42
591,29.0600,5.45
592,29.0600,5.49
593,29.0600,5.50
594,29.0600,5.50
595,29.0600,5.50
596,29.0600,5.50
597,29.0600,5.50
598,29.0600,5.54
599,29.0600,5.72
600,29.0600,5.90
601,29.0600,6.05
602,29.0600,6.15
603,29.0600,6.26
604,29.0600,6.28
605,29.0600,6.24
606,29.0600,6.20
607,29.0600,5.81
608,29.0600,5.38
609,29.0600,5.00
610,29.0600,4.96
611,29.0600,4.92
612,29.0600,4.90
613,29.0600,4.90
614,29.0600,4.90
615,29.0600,4.88
616,29.0600,4.84
617,29.0600,4.81
618,29.0600,4.95
619,29.0600,5.13
620,29.0600,5.31
621,29.0600,5.49
622,29.0600,5.67
623,29.0600,5.84
624,29.0600,5.98
625,29.0600,6.13
626,29.0600,6.13
627,29.0600,5.98
628,29.0600,5.84
629,29.0600,5.72
630,29.0600,5.61
631,29.0600,5.50
632,29.0600,5.43
633,29.0600,5.36
634,29.0600,5.29
635,29.0600,5.26
636,29.0600,5.22
637,29.0600,5.17
638,29.0600,5.10
639,29.0600,5.02
640,29.0600,5.00
641,29.0600,5.00
642,29.0600,5.00
643,29.0600,5.06
644,29.0600,5.14
645,29.0600,5.19
646,29.0600,5.08
647,29.0600,4.97
648,29.0600,4.91
649,29.0600,4.95
650,29.0600,4.99
651,29.0600,5.06
652,29.0600,5.17
653,29.0600,5.28
654,29.0600,5.39
655,29.0600,5.50
656,29.0600,5.58
657,29.0600,5.07
658,29.0600,4.56
659,29.0600,4.23
660,29.0600,4.34
661,29.0600,4.45
662,29.0600,4.56
663,29.0600,4.66
664,29.0600,4.77
665,29.0600,4.83
666,29.0600,4.86
667,29.0600,4.90
668,29.0600,4.97
669,29.0600,5.04
670,29.0600,5.12
671,29.0600,5.23
672,29.0600,5.34
673,29.0600,5.46
674,29.0600,5.61
675,29.0600,5.75
676,29.0600,5.85
677,29.0600,5.92
678,29.0600,5.99
679,29.0600,6.10
680,29.0600,6.21
681,29.0600,6.29
682,29.0600,6.18
683,29.0600,6.07
684,29.0600,5.96
685,29.0600,5.85
686,29.0600,5.74
687,29.0600,5.57
688,29.0600,5.36
689,29.0600,5.14
690,29.0600,5.28
691,29.0600,5.49
692,29.0600,5.72
693,29.0600,6.08
694,29.0600,6.44
695,29.0600,6.72
696,29.0600,6.79
697,29.0600,6.86
698,29.0600,6.92
699,29.0600,6.95
700,29.0600,6.99
701,29.0600,6.92
702,29.0600,6.81
703,29.0600,6.70
704,29.0600,6.35
705,29.0600,5.99
706,29.0600,5.71
707,29.0600,5.74
708,29.0600,5.78
709,29.0600,5.86
710,29.0600,6.01
711,29.0600,6.15
712,29.0600,6.13
713,29.0600,6.02
714,29.0600,5.91
715,29.0600,5.74
716,29.0600,5.56
717,29.0600,5.36
718,29.0600,5.03
719,29.0600,4.71
720,29.0600,4.49
721,29.0600,4.45
722,29.0600,4.41
723,29.0600,4.40
724,29.0600,4.40
725,29.0600,4.40
726,29.0600,4.40
727,29.0600,4.40
728,29.0600,4.40
729,29.0600,4.44
730,29.0600,4.47
731,29.0600,4.49
732,29.0600,4.45
733,29.0600,4.42
734,29.0600,4.25
735,29.0600,3.96
736,29.0600,3.67
737,29.0600,3.33
738,29.0600,2.97
739,29.0600,2.61
740,29.0600,2.25
741,29.0600,1.89
742,29.0600,1.48
743,29.0600,0.90
744,29.0600,0.32
745,29.0600,1.00
746,29.0600,0.93
747,29.0600,0.87
748,29.0600,0.80
749,29.0600,0.73
750,29.0600,0.67
751,29.0600,0.60
752,29.0600,0.53
753,29.0600,0.47
754,29.0600,0.40
755,29.0600,0.33
756,29.0600,0.27
757,29.0600,0.20
758,29.0600,0.13
759,29.0600,0.07
760,29.0600,0.00
761,29.0600,0.00
762,29.0600,0.00
763,29.0600,0.00
764,29.0600,0.00
765,29.0600,0.00
766,29.0600,0.00
767,29.0600,0.00
768,29.0600,0.00
769,29.0600,0.00
770,29.0600,0.00
771,29.0600,0.00
772,29.0600,0.00
773,29.0600,0.00
774,29.0600,0.00
775,29.0600,0.00
776,29.0600,0.00
777,29.0600,0.00
778,29.0600,0.00
779,29.0600,0.00
780,29.0600,0.00
781,28.0913,0.00
782,27.1227,0.00
783,26.1540,0.00
784,25.1853,0.00
785,24.2167,0.00
786,23.2480,0.00
787,22.2793,0.00
788,21.3107,0.00
789,20.3420,0.00
790,19.3733,0.00
791,18.4047,0.00
792,17.4360,0.00
793,16.4673,0.00
794,15.4987,0.00
795,14.5300,0.00
796,13.5613,0.00
797,12.5927,0.00
798,11.6240,0.00
799,10.6553,0.00
800,9.6867,0.00
801,8.7180,0.00
802,7.7493,0.00
803,6.7807,0.00
804,5.8120,0.00
805,4.8433,0.00
806,3.8747,0.00
807,2.9060,0.00
808,1.9373,0.00
809,0.9687,0.00
