time,speed,grade
147,31.29,0.0
148,31.29,0.0
149,31.29,0.0
150,31.29,0.0
151,31.29,0.0
152,31.29,0.0
153,31.29,0.0
154,31.29,0.0
155,31.29,0.0
156,31.29,0.0
157,31.29,0.0
158,31.29,0.0
159,31.29,0.0
160,31.29,0.0
161,31.29,0.0
162,31.29,0.0
163,31.29,0.0
164,31.29,0.0
165,31.29,0.0
166,31.29,0.0
167,31.29,0.0
168,31.29,0.0
169,31.29,0.0
170,31.29,0.0
171,31.29,0.0
172,31.29,0.0
173,31.29,0.0
174,31.29,0.0
175,31.29,0.0
176,31.29,0.0
177,31.29,0.0
178,31.29,0.0
179,31.29,0.0
180,31.29,0.0
181,31.29,0.0
182,31.29,0.0
183,31.29,0.0
184,31.29,0.0
185,31.29,0.0
186,31.29,0.0
187,31.29,0.0
188,31.29,0.0
189,31.29,0.0
190,31.29,0.0
191,31.29,0.0
192,31.29,0.0
193,31.29,0.0
194,31.29,0.0
195,31.29,0.0
196,31.29,0.0
197,31.29,0.0
198,31.29,0.0
199,31.29,0.0
200,31.29,0.0
201,31.29,0.0
202,31.29,0.0
203,31.29,0.0
204,31.29,0.0
205,31.29,0.0
206,31.29,0.0
207,31.29,0.0
208,31.29,0.0
209,31.29,0.0
210,31.29,0.0
211,31.29,0.0
212,31.29,0.0
213,31.29,0.0
214,31.29,0.0
215,31.29,0.0
216,31.29,0.0
217,31.29,0.0
218,31.29,0.0
219,31.29,0.0
220,31.29,0.0
221,31.29,0.0
222,31.29,0.0
223,31.29,0.0
224,31.29,0.0
225,31.29,0.0
226,31.29,0.0
227,31.29,0.0
228,31.29,0.0
229,31.29,0.0
230,31.29,0.0
231,31.29,0.0
232,31.29,0.0
233,31.29,0.0
234,31.29,0.0
235,31.29,0.0
236,31.29,0.0
237,31.29,0.0
238,31.29,0.0
239,31.29,0.0
240,31.29,0.0
241,31.29,0.0
242,31.29,0.0
243,31.29,0.0
244,31.29,0.0
245,31.29,0.0
246,31.29,0.0
247,31.29,0.0
248,31.29,0.0
249,31.29,0.0
250,31.29,0.0
251,31.29,0.0
252,31.29,0.0
253,31.29,0.0
254,31.29,0.0
255,31.29,0.0
256,31.29,0.0
257,31.29,0.0
258,31.29,0.0
259,31.29,0.0
260,31.29,0.0
261,31.29,0.0
262,31.29,0.0
263,31.29,0.0
264,31.29,0.0
265,31.29,0.0
266,31.29,0.0
267,31.29,0.0
268,31.29,0.0
269,31.29,0.0
270,31.29,0.0
271,31.29,0.0
272,31.29,0.0
273,31.29,0.0
274,31.29,0.0
275,31.29,0.0
276,31.29,0.0
277,31.29,0.0
278,31.29,0.0
279,31.29,0.0
280,31.29,0.0
281,31.29,0.0
282,31.29,0.0
283,31.29,0.0
284,31.29,0.0
285,31.29,0.0
286,31.29,0.0
287,31.29,0.0
288,31.29,0.0
289,31.29,0.0
290,31.29,0.0
291,31.29,0.0
292,31.29,0.0
293,31.29,0.0
294,31.29,0.0
295,31.29,0.0
296,31.29,0.0
297,31.29,0.0
298,31.29,0.0
299,31.29,0.0
300,31.29,0.0
301,31.29,0.0
302,31.29,0.0
303,31.29,0.0
304,31.29,0.0
305,31.29,0.0
306,31.29,0.0
307,31.29,0.0
308,31.29,0.0
309,31.29,0.0
310,31.29,0.0
311,31.29,0.0
312,31.29,0.0
313,31.29,0.0
314,31.29,0.0
315,31.29,0.0
316,31.29,0.0
317,31.29,0.0
318,31.29,0.0
319,31.29,0.0
320,31.29,0.0
321,31.29,0.0
322,31.29,0.0
323,31.29,0.0
324,31.29,0.0
325,31.29,0.0
326,31.29,0.0
327,31.29,0.0
328,31.29,0.0
329,31.29,0.0
330,31.29,0.0
331,31.29,0.0
332,31.29,0.0
333,31.29,0.0
334,31.29,0.0
335,31.29,0.0
336,31.29,0.0
337,31.29,0.0
338,31.29,0.0
339,31.29,0.0
340,31.29,0.0
341,31.29,0.0
342,31.29,0.0
343,31.29,0.0
344,31.29,0.0
345,31.29,0.0
346,31.29,0.0
347,31.29,0.0
348,31.29,0.0
349,31.29,0.0
350,31.29,0.0
351,31.29,0.0
352,31.29,0.0
353,31.29,0.0
354,31.29,0.0
355,31.29,0.0
356,31.29,0.0
357,31.29,0.0
358,31.29,0.0
359,31.29,0.0
360,31.29,0.0
361,31.29,0.0
362,31.29,0.0
363,31.29,0.0
364,31.29,0.0
365,31.29,0.0
366,31.29,0.0
367,31.29,0.0
368,31.29,0.0
369,31.29,0.0
370,31.29,0.0
371,31.29,0.0
372,31.29,0.0
373,31.29,0.0
374,31.29,0.0
375,31.29,0.0
376,31.29,0.0
377,31.29,0.0
378,31.29,0.0
379,31.29,0.0
380,31.29,0.0
381,31.29,0.0
382,31.29,0.0
383,31.29,0.0
384,31.29,0.0
385,31.29,0.0
386,31.29,0.0
387,31.29,0.0
388,31.29,0.0
389,31.29,0.0
390,31.29,0.0
391,31.29,0.0
392,31.29,0.0
393,31.29,0.0
394,31.29,0.0
395,31.29,0.0
396,31.29,0.0
397,31.29,0.0
398,31.29,0.0
399,31.29,0.0
400,31.29,0.0
401,31.29,0.0
402,31.29,0.0
403,31.29,0.0
404,31.29,0.0
405,31.29,0.0
406,31.29,0.0
407,31.29,0.0
408,31.29,0.0
409,31.29,0.0
410,31.29,0.0
411,31.29,0.0
412,31.29,0.0
413,31.29,0.0
414,31.29,0.0
415,31.29,0.0
416,31.29,0.0
417,31.29,0.0
418,31.29,0.0
419,31.29,0.0
420,31.29,0.0
421,31.29,0.0
422,31.29,0.0
423,31.29,0.0
424,31.29,0.0
425,31.29,0.0
426,31.29,0.0
427,31.29,0.0
428,31.29,0.0
429,31.29,0.0
430,31.29,0.0
431,31.29,0.0
432,31.29,0.0
433,31.29,0.0
434,31.29,0.0
435,31.29,0.0
436,31.29,0.0
437,31.29,0.0
438,31.29,0.0
439,31.29,0.0
440,31.29,0.0
441,31.29,0.0
442,31.29,0.0
443,31.29,0.0
444,31.29,0.0
445,31.29,0.0
446,31.29,0.0
447,31.29,0.0
448,31.29,0.0
449,31.29,0.0
450,31.29,0.0
451,31.29,0.0
452,31.29,0.0
453,31.29,0.0
454,31.29,0.0
455,31.29,0.0
456,31.29,0.0
457,31.29,0.0
458,31.29,0.0
459,31.29,0.0
460,31.29,0.0
461,31.29,0.0
462,31.29,0.0
463,31.29,0.0
464,31.29,0.0
465,31.29,0.0
466,31.29,0.0
467,31.29,0.0
468,31.29,0.0
469,31.29,0.0
470,31.29,0.0
471,31.29,0.0
472,31.29,0.0
473,31.29,0.0
474,31.29,0.0
475,31.29,0.0
476,31.29,0.0
477,31.29,0.0
478,31.29,0.0
479,31.29,0.0
480,31.29,0.0
481,31.29,0.0
482,31.29,0.0
483,31.29,0.0
484,31.29,0.0
485,31.29,0.0
486,31.29,0.0
487,31.29,0.0
488,31.29,0.0
489,31.29,0.0
490,31.29,0.0
491,31.29,0.0
492,31.29,0.0
493,31.29,0.0
494,31.29,0.0
495,31.29,0.0
496,31.29,0.0
497,31.29,0.0
498,31.29,0.0
499,31.29,0.0
500,31.29,0.0
501,31.29,0.0
502,31.29,0.0
503,31.29,0.0
504,31.29,0.0
505,31.29,0.0
506,31.29,0.0
507,31.29,0.0
508,31.29,0.0
509,31.29,0.0
510,31.29,0.0
