time,speed,grade
454,26.82,5.59
455,26.82,5.5
456,26.82,5.41
457,26.82,5.33
458,26.82,5.26
459,26.82,5.19
460,26.82,5.13
461,26.82,5.09
462,26.82,5.05
463,26.82,5.02
464,26.82,5.01
465,26.82,5.0
466,26.82,5.01
467,26.82,5.02
468,26.82,5.05
469,26.82,5.09
470,26.82,5.13
471,26.82,5.19
472,26.82,5.26
473,26.82,5.33
474,26.82,5.41
475,26.82,5.5
476,26.82,5.59
477,26.82,5.69
478,26.82,5.79
479,26.82,5.9
480,26.82,6.0
481,26.82,6.1
482,26.82,6.21
483,26.82,6.31
484,26.82,6.41
485,26.82,6.5
486,26.82,6.59
487,26.82,6.67
488,26.82,6.74
489,26.82,6.81
490,26.82,6.87
491,26.82,6.91
492,26.82,6.95
493,26.82,6.98
494,26.82,6.99
495,26.82,7.0
